
wsk001
 File	         0 bytes	All Users
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	psmith1
 Dir	         0 bytes	robbie.smith.adm

wsk632
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	amy.knight
 Dir	         0 bytes	david.steers
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	emma.penrose
 Dir	         0 bytes	sara.beagley
 Dir	         0 bytes	sian.campbell

wsk424
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	defaultuser0.RWF17914
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	natalie.smithcox

wsk174
 File	         0 bytes	All Users
 Dir	         0 bytes	Chloe.Clarke
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Freya.Stimson
 Dir	         0 bytes	Lorraine.Miller
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige
 Dir	         0 bytes	aoife.milroy
 Dir	         0 bytes	bwienrich
 Dir	         0 bytes	cnamalarachchi
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	eileen.mills
 Dir	         0 bytes	heather.wanstall
 Dir	         0 bytes	jessica.savage
 Dir	         0 bytes	kerry.sayer
 Dir	         0 bytes	lucy.reed
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	ravneet.khabra
 Dir	         0 bytes	s.underdown
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	tbarker
 Dir	         0 bytes	tegan.maybank
 Dir	         0 bytes	wajeeha.iqbal
 Dir	         0 bytes	zolufunmilayo

wsk676
 File	         0 bytes	All Users
 Dir	         0 bytes	Beth.Carr
 Dir	         0 bytes	Danielle.mccann
 Dir	         0 bytes	Debbie.Webber
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Ella.Fisher
 Dir	         0 bytes	Emma.Hughes
 Dir	         0 bytes	JKnowles
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	alison.davison
 Dir	         0 bytes	bethany.jones
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	isabella.giles
 Dir	         0 bytes	julia.sunnucks
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	pavnish.rai

wsk745
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	M.Mathew
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Willard.Muchenje
 Dir	         0 bytes	amy.eaton
 Dir	         0 bytes	catherine.mercer
 Dir	         0 bytes	d.emmens
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF19928
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	emily.piddington
 Dir	         0 bytes	ethan.sycamore
 Dir	         0 bytes	jenny.filmer
 Dir	         0 bytes	josie.edwards
 Dir	         0 bytes	karl.greenland
 Dir	         0 bytes	maria.naseem
 Dir	         0 bytes	matthew.ball
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	moatey
 Dir	         0 bytes	rahul.misra
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	sandy.waiman
 Dir	         0 bytes	segan
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	stephan.hildige.adm

wsk422
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Katie.Merriman
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	carlo.pastorino
 Dir	         0 bytes	cblanco
 Dir	         0 bytes	colleen.barker
 Dir	         0 bytes	coralie.glover
 Dir	         0 bytes	deepak.pun
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF18227
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	emma.homes
 Dir	         0 bytes	giovanna.king
 Dir	         0 bytes	graeme.johnston
 Dir	         0 bytes	greader
 Dir	         0 bytes	jerry.herring
 Dir	         0 bytes	jmartin
 Dir	         0 bytes	julie.sanders
 Dir	         0 bytes	kevin.curtis
 Dir	         0 bytes	laura.edwards
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	maria.juste
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	nikki.patel1
 Dir	         0 bytes	obi.uzochukwu
 Dir	         0 bytes	olivia.dane
 Dir	         0 bytes	sharon.tompsett
 Dir	         0 bytes	suzanne.napleton

wsk655
 File	         0 bytes	All Users
 Dir	         0 bytes	Beth.Carr
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	alison.davison
 Dir	         0 bytes	bethany.jones
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	jodie.hotine
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	stephanie.roberts
 Dir	         0 bytes	v.roberts

wsk233
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Marek.Kulik.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	helen.warner

wsk642
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	J.Glendenning
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	catherine.mercer
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	evelyn.alleyne
 Dir	         0 bytes	gemma.hegarty
 Dir	         0 bytes	grees
 Dir	         0 bytes	jhall
 Dir	         0 bytes	kerry.streatfield
 Dir	         0 bytes	lavarniya.rajakumar
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	rahul.misra
 Dir	         0 bytes	rburcomb
 Dir	         0 bytes	samantha.forner
 Dir	         0 bytes	segan
 Dir	         0 bytes	shaun.dunmall.adm

wsk349
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.MININT-N7VOG47
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mohammed.osman

wsk635
 Dir	         0 bytes	Aaron.Ben-Joseph
 File	         0 bytes	All Users
 Dir	         0 bytes	Beth.Mackay
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Flora.Elwes
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Matthew.Fenton1
 Dir	         0 bytes	Momina.Ahmed
 Dir	         0 bytes	Muhammad.Sultan
 Dir	         0 bytes	Public
 Dir	         0 bytes	Riaz.Doha-Chowdhury
 Dir	         0 bytes	SHWETA.SHARMA
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	a.zeniou
 Dir	         0 bytes	aaruni.saxena
 Dir	         0 bytes	abhinaya.shivakumar
 Dir	         0 bytes	aisha.shahzadi
 Dir	         0 bytes	alexander.huddart
 Dir	         0 bytes	alice.rendall
 Dir	         0 bytes	archil.tsirekidze
 Dir	         0 bytes	charlotte.butler
 Dir	         0 bytes	charlotte.mott
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elaine.hales
 Dir	         0 bytes	gajendra.sarveswaran
 Dir	         0 bytes	gemma.hegarty
 Dir	         0 bytes	grisma.patel
 Dir	         0 bytes	jhall
 Dir	         0 bytes	joao.galante
 Dir	         0 bytes	jonathan.brown
 Dir	         0 bytes	joseph.morilla
 Dir	         0 bytes	kelly.morphew
 Dir	         0 bytes	lauren.watts
 Dir	         0 bytes	lavarniya.rajakumar
 Dir	         0 bytes	lorna.kviat
 Dir	         0 bytes	luna.dahal
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	nicola.davis
 Dir	         0 bytes	olufemi.ogunjobi.adm
 Dir	         0 bytes	rebecca.anson
 Dir	         0 bytes	rubyyat.hakim
 Dir	         0 bytes	saara.mohammed
 Dir	         0 bytes	safa.aykac
 Dir	         0 bytes	samantha.forner
 Dir	         0 bytes	shuai.zhang
 Dir	         0 bytes	sneha.george
 Dir	         0 bytes	solly.thomas
 Dir	         0 bytes	sopozme.toghey
 Dir	         0 bytes	sugeeta.sukumar
 Dir	         0 bytes	sunday.okinbaloye
 Dir	         0 bytes	susanna.nallamilli
 Dir	         0 bytes	t.shanmugalingam
 Dir	         0 bytes	tafadzwa.chigumba
 Dir	         0 bytes	tamara.yu
 Dir	         0 bytes	tsevitt
 Dir	         0 bytes	vaishnavi.kashyap
 Dir	         0 bytes	walid.alam
 Dir	         0 bytes	yuk-chun.lam

wsk725
 Dir	         0 bytes	Alex.Davies
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Eva.Mahendran
 Dir	         0 bytes	Jasmin.warren
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Mina.Limbu
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Tigy.Thomas
 Dir	         0 bytes	adriana.kadungure
 Dir	         0 bytes	adriana.rosao
 Dir	         0 bytes	agastin.chinnadurai
 Dir	         0 bytes	amie.kamara
 Dir	         0 bytes	anna.hemmings
 Dir	         0 bytes	bkanna
 Dir	         0 bytes	boluwatito.idowu
 Dir	         0 bytes	bwhorlow
 Dir	         0 bytes	casey.liu
 Dir	         0 bytes	charley.dawson
 Dir	         0 bytes	d.sinclair
 Dir	         0 bytes	daffodil.mitra
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dexter.titley
 Dir	         0 bytes	dhinakar
 Dir	         0 bytes	elaine.hales
 Dir	         0 bytes	elijah.adesina
 Dir	         0 bytes	ellena.kirkham
 Dir	         0 bytes	faith.rose
 Dir	         0 bytes	hmorgan
 Dir	         0 bytes	jayne.muchati
 Dir	         0 bytes	jennifer.beeby
 Dir	         0 bytes	justyna.danowska
 Dir	         0 bytes	kathleen.jeal
 Dir	         0 bytes	kbaker
 Dir	         0 bytes	lindsay.prince
 Dir	         0 bytes	m.newman
 Dir	         0 bytes	mala.knight
 Dir	         0 bytes	marcjanna.glowa
 Dir	         0 bytes	maryam.shaaban
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	moatey
 Dir	         0 bytes	muhammad.shakir
 Dir	         0 bytes	nicholas.tassell
 Dir	         0 bytes	niza.iniguez
 Dir	         0 bytes	nsenthooran
 Dir	         0 bytes	parvani.lingiah
 Dir	         0 bytes	ravindran.gopal
 Dir	         0 bytes	rebecca.harle
 Dir	         0 bytes	sandy.wai man
 Dir	         0 bytes	shilpa.chandel
 Dir	         0 bytes	smangala
 Dir	         0 bytes	solomon.moyo
 Dir	         0 bytes	srinivasan.annamalai
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	stephanie.roberts
 Dir	         0 bytes	t.natarajan
 Dir	         0 bytes	tafadzwa.matarirano
 Dir	         0 bytes	tanya.fitzpatrick
 Dir	         0 bytes	tanzim.ali
 Dir	         0 bytes	vasilakis.anastasis
 Dir	         0 bytes	vineetha.nair
 Dir	         0 bytes	vswaminathan

wsk763
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	ahmed.ramadan
 Dir	         0 bytes	aude.alecks
 Dir	         0 bytes	aude.alecks.adm
 Dir	         0 bytes	d.sambrook
 Dir	         0 bytes	david.margetts
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	gpage
 Dir	         0 bytes	moatey
 Dir	         0 bytes	psmart
 Dir	         0 bytes	psmart.adm
 Dir	         0 bytes	shamoon.hanif.adm
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	steve.croucher
 Dir	         0 bytes	swilkins

wsk680
 File	         0 bytes	All Users
 Dir	         0 bytes	Beth.Carr
 Dir	         0 bytes	Debbie.Webber
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Ella.Fisher
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	alison.davison
 Dir	         0 bytes	angela.percival
 Dir	         0 bytes	bethany.jones
 Dir	         0 bytes	clare.calvert
 Dir	         0 bytes	daniel.gorman
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	georgia.simpson
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	olufemi.ogunjobi.adm
 Dir	         0 bytes	pavnish.rai
 Dir	         0 bytes	sophie.mount
 Dir	         0 bytes	sukanya.ghosh
 Dir	         0 bytes	v.roberts
 Dir	         0 bytes	vearl

wsk828
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Eva.Mahendran
 Dir	         0 bytes	J.Glendenning
 Dir	         0 bytes	M.Mathew
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	becky.tolboys
 Dir	         0 bytes	catherine.mercer
 Dir	         0 bytes	d.emmens
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	elaine.hales
 Dir	         0 bytes	emily.piddington
 Dir	         0 bytes	ethan.sycamore
 Dir	         0 bytes	fayaz.faqiri
 Dir	         0 bytes	gilberte.kenmeugne
 Dir	         0 bytes	holly.tant
 Dir	         0 bytes	janos.reder
 Dir	         0 bytes	jenny.filmer
 Dir	         0 bytes	josie.edwards
 Dir	         0 bytes	kerry.streatfield
 Dir	         0 bytes	mala.knight
 Dir	         0 bytes	malana.dominguez
 Dir	         0 bytes	maria.naseem
 Dir	         0 bytes	matthew.ball
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	norma.simpson
 Dir	         0 bytes	roshni.rahman
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	sally.moran
 Dir	         0 bytes	sandy.waiman
 Dir	         0 bytes	sarah.clark
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	tanzim.ali
 Dir	         0 bytes	theresa.winchester

wsk631
 File	         0 bytes	All Users
 Dir	         0 bytes	Catherine.Flett
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	gemma.steel
 Dir	         0 bytes	laura.evenden
 Dir	         0 bytes	lawrence.bayne
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	michelle.lumley
 Dir	         0 bytes	tatiana.andrews

wsk664
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Manpreet.kaur
 Dir	         0 bytes	Public
 Dir	         0 bytes	RAZAN.ALTARSHA
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	brett.finn
 Dir	         0 bytes	c.sands.adm
 Dir	         0 bytes	carlo.pastorino
 Dir	         0 bytes	colleen.barker
 Dir	         0 bytes	coralie.glover
 Dir	         0 bytes	curtis.vernon.adm
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dispensing
 Dir	         0 bytes	donna.pender
 Dir	         0 bytes	emma.homes
 Dir	         0 bytes	giovanna.king
 Dir	         0 bytes	graeme.johnston.adm
 Dir	         0 bytes	greader
 Dir	         0 bytes	hayley.rees
 Dir	         0 bytes	jerry.herring
 Dir	         0 bytes	jmartin
 Dir	         0 bytes	kevin.curtis
 Dir	         0 bytes	laura.edwards
 Dir	         0 bytes	lisa.brown
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	matt.corbould
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	olivia.dane
 Dir	         0 bytes	olufemi.ogunjobi.adm
 Dir	         0 bytes	paige.webber
 Dir	         0 bytes	partima.gurung
 Dir	         0 bytes	rayanne.marshall
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	skumar2
 Dir	         0 bytes	terry.varhalamas.adm

wsk202
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	ablurton
 Dir	         0 bytes	annabel.kennedy
 Dir	         0 bytes	cryan
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	emily.parsons
 Dir	         0 bytes	kelly.morphew
 Dir	         0 bytes	lauren.paciej
 Dir	         0 bytes	lgriva
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	tabatha.curtis
 Dir	         0 bytes	tabatha.ruler
 Dir	         0 bytes	tchamber

wsk686
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Ella.Fisher
 Dir	         0 bytes	JKnowles
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Stephan.hildige.adm
 Dir	         0 bytes	VEarl.ADMTW-TR
 Dir	         0 bytes	alison.davison
 Dir	         0 bytes	angela.percival
 Dir	         0 bytes	bethany.jones
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	grace.stingemore
 Dir	         0 bytes	hayley.sears
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	olufemi.ogunjobi.adm
 Dir	         0 bytes	paulette.basham
 Dir	         0 bytes	paulette.basham.ADMTW-TR
 Dir	         0 bytes	vearl

wsk749
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Flora.Elwes
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Vasilakis.anastasis
 Dir	         0 bytes	becky.tolboys
 Dir	         0 bytes	catherine.mercer
 Dir	         0 bytes	charley.dawson
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF20258
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	emily.piddington
 Dir	         0 bytes	ethan.sycamore
 Dir	         0 bytes	fleckney
 Dir	         0 bytes	gilberte.kenmeugne
 Dir	         0 bytes	grisma.patel
 Dir	         0 bytes	harry.bennion
 Dir	         0 bytes	ineshiri
 Dir	         0 bytes	jenny.filmer
 Dir	         0 bytes	joao.galante
 Dir	         0 bytes	josie.edwards
 Dir	         0 bytes	karl.greenland
 Dir	         0 bytes	kerry.streatfield
 Dir	         0 bytes	m.mathew
 Dir	         0 bytes	malana.dominguez
 Dir	         0 bytes	maria.naseem
 Dir	         0 bytes	matthew.ball
 Dir	         0 bytes	moatey
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	nicola.davis
 Dir	         0 bytes	norma.simpson
 Dir	         0 bytes	paraskevi.markou
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	saara.mohammed
 Dir	         0 bytes	samira.ali
 Dir	         0 bytes	sandy.waiman
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	sugeeta.sukumar
 Dir	         0 bytes	susanna.nallamilli
 Dir	         0 bytes	tanzim.ali
 Dir	         0 bytes	yuk-chun.lam

wsk229
 File	         0 bytes	All Users
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Shaun.Dunmall.ADM
 Dir	         0 bytes	Unnimaya.Sebastian
 Dir	         0 bytes	amie.thomas
 Dir	         0 bytes	chloe.smethurst
 Dir	         0 bytes	cristiane.novak
 Dir	         0 bytes	deborah.smith
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	gaynor.reeve
 Dir	         0 bytes	gemma.levett
 Dir	         0 bytes	marek.kulik
 Dir	         0 bytes	marek.kulik.adm
 Dir	         0 bytes	maxine.milburn
 Dir	         0 bytes	mgeorge
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	mobusar.raja.adm
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	pollyanna.law
 Dir	         0 bytes	renny.heald
 Dir	         0 bytes	roxani.dampali
 Dir	         0 bytes	sara.winter
 Dir	         0 bytes	sarah.curtis
 Dir	         0 bytes	vickie.gadd

wsk715
 Dir	         0 bytes	Alex.Davies
 File	         0 bytes	All Users
 Dir	         0 bytes	Beth.Carr
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Eva.Mahendran
 Dir	         0 bytes	Jasmin.Warren
 Dir	         0 bytes	Mina.Limbu
 Dir	         0 bytes	Public
 Dir	         0 bytes	SVC_ITDash
 Dir	         0 bytes	Stephan.hildige
 Dir	         0 bytes	adriana.kadungure
 Dir	         0 bytes	adriana.rosao
 Dir	         0 bytes	agastin.chinnadurai
 Dir	         0 bytes	alice.gamble
 Dir	         0 bytes	anna.hemmings
 Dir	         0 bytes	anum.muhammad
 Dir	         0 bytes	bblerk
 Dir	         0 bytes	bkanna
 Dir	         0 bytes	boluwatito.idowu
 Dir	         0 bytes	bwhorlow
 Dir	         0 bytes	c.johnson
 Dir	         0 bytes	casey.liu
 Dir	         0 bytes	charley.dawson
 Dir	         0 bytes	daffodil.mitra
 Dir	         0 bytes	defaultuser0
 Dir	         0 bytes	defaultuser0.RWF19723
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	dexter.titley
 Dir	         0 bytes	dmiller
 Dir	         0 bytes	dylan.almada
 Dir	         0 bytes	elijah.adesina
 Dir	         0 bytes	ellena.kirkham
 Dir	         0 bytes	faith.newman
 Dir	         0 bytes	hmorgan
 Dir	         0 bytes	iptihal.kharni
 Dir	         0 bytes	irshad.jeilani
 Dir	         0 bytes	jamie.carter
 Dir	         0 bytes	jane.muchati
 Dir	         0 bytes	jennifer.beeby
 Dir	         0 bytes	justyna.danowska
 Dir	         0 bytes	karl.greenland
 Dir	         0 bytes	lindsay.prince
 Dir	         0 bytes	m.newman
 Dir	         0 bytes	mahfuz.rahman
 Dir	         0 bytes	mala.knight
 Dir	         0 bytes	maria.naseem
 Dir	         0 bytes	mgaseb
 Dir	         0 bytes	mike.valentine.adm
 Dir	         0 bytes	moatey
 Dir	         0 bytes	mojibola.ogunbanjo
 Dir	         0 bytes	moses.tsingano
 Dir	         0 bytes	muhammad.shakir
 Dir	         0 bytes	neil.gillespie.adm
 Dir	         0 bytes	niza.iniguez
 Dir	         0 bytes	nsenthooran
 Dir	         0 bytes	p.hajichristou
 Dir	         0 bytes	ravindran.gopal
 Dir	         0 bytes	rebecca.harle
 Dir	         0 bytes	rscutt.adm
 Dir	         0 bytes	saabrin.aweis
 Dir	         0 bytes	sandy.wai man
 Dir	         0 bytes	shaun.dunmall.adm
 Dir	         0 bytes	shilpa.chandel
 Dir	         0 bytes	shine.giri
 Dir	         0 bytes	smangala
 Dir	         0 bytes	srinivasan.annamalai
 Dir	         0 bytes	sruthy.prasannan
 Dir	         0 bytes	stephan.hildige.adm
 Dir	         0 bytes	stephanie.roberts
 Dir	         0 bytes	t.natarajan
 Dir	         0 bytes	tabitha.fleming
 Dir	         0 bytes	tafadzwa.matarirano
 Dir	         0 bytes	tanya.fitzpatrick
 Dir	         0 bytes	tanzim.ali
 Dir	         0 bytes	v.ferreira
 Dir	         0 bytes	vasilakis.anastasis
 Dir	         0 bytes	vineetha.nair
 Dir	         0 bytes	vswaminathan

wsk236
 File	         0 bytes	All Users
 Dir	         0 bytes	April.Yambao
 Dir	         0 bytes	Bolanle.Odedoyin
 Dir	         0 bytes	Carole.Robinson
 Dir	         0 bytes	DJenner
 Dir	         0 bytes	Default
 File	         0 bytes	Default User
 Dir	         0 bytes	Desislava.Daneva
 Dir	         0 bytes	Flora.elwes
 Dir	         0 bytes	I.Sookun
 Dir	         0 bytes	J.Glendenning
 Dir	         0 bytes	K.Crosby-Bennin.adm
 Dir	         0 bytes	Patryk.Brulinski
 Dir	         0 bytes	Public
 Dir	         0 bytes	TEMP
 Dir	         0 bytes	alicya.synowiec
 Dir	         0 bytes	anna.wozniak
 Dir	         0 bytes	avelyn.yambao
 Dir	         0 bytes	bernadette.jenkins
 Dir	         0 bytes	catrin.cox
 Dir	         0 bytes	charlotte.higgins
 Dir	         0 bytes	charlotte.moss
 Dir	         0 bytes	cheran.anandarajah
 Dir	         0 bytes	chitra.srinivasan
 Dir	         0 bytes	cryan
 Dir	         0 bytes	dbridger2
 Dir	         0 bytes	defaultuser0
 File	       174 bytes	desktop.ini
 Dir	         0 bytes	diletta.bianchini
 Dir	         0 bytes	dmiller
 Dir	         0 bytes	eirini.petroyannou
 Dir	         0 bytes	ekinn
 Dir	         0 bytes	elaine.ellis
 Dir	         0 bytes	gemma.mccormick
 Dir	         0 bytes	graham.richards
 Dir	         0 bytes	grees
 Dir	         0 bytes	grisma.patel
 Dir	         0 bytes	hannah.duffy
 Dir	         0 bytes	hayleytillett
 Dir	         0 bytes	helena.collins
